application_date,segment,case_count,day,year,month,Holiday,Type,cos_day,sin_day,cos_mon,sin_mon,day_of_week,week_num
2017-04-24,2,0.0,24,2017,4,,,0.30901699437494723,-0.9510565162951536,-0.4999999999999998,0.8660254037844387,0,17
2017-04-25,2,0.0,25,2017,4,,,0.5000000000000001,-0.8660254037844386,-0.4999999999999998,0.8660254037844387,1,17
2017-04-26,2,0.0,26,2017,4,,,0.6691306063588585,-0.743144825477394,-0.4999999999999998,0.8660254037844387,2,17
2017-04-27,2,0.0,27,2017,4,,,0.8090169943749473,-0.5877852522924734,-0.4999999999999998,0.8660254037844387,3,17
2017-04-28,2,0.0,28,2017,4,,,0.913545457642601,-0.40673664307580015,-0.4999999999999998,0.8660254037844387,4,17
2017-04-29,2,0.0,29,2017,4,,,0.9781476007338056,-0.20791169081775895,-0.4999999999999998,0.8660254037844387,5,17
2017-04-30,2,0.0,30,2017,4,,,1.0,-1.1331077795295961e-15,-0.4999999999999998,0.8660254037844387,6,17
2017-05-01,2,0.0,1,2017,5,May Day,O,0.9795299412524944,0.2012985200886601,-0.8660254037844387,0.5,0,18
2017-05-02,2,0.0,2,2017,5,,,0.9189578116202306,0.39435585511331855,-0.8660254037844387,0.5,1,18
2017-05-03,2,0.0,3,2017,5,,,0.8207634412072763,0.5712682150947923,-0.8660254037844387,0.5,2,18
2017-05-04,2,0.0,4,2017,5,,,0.6889669190756866,0.72479278722912,-0.8660254037844387,0.5,3,18
2017-05-05,2,0.0,5,2017,5,,,0.5289640103269624,0.8486442574947509,-0.8660254037844387,0.5,4,18
2017-05-06,2,0.0,6,2017,5,,,0.3473052528448203,0.9377521321470804,-0.8660254037844387,0.5,5,18
2017-05-07,2,0.0,7,2017,5,,,0.1514277775045767,0.9884683243281114,-0.8660254037844387,0.5,6,18
2017-05-08,2,0.0,8,2017,5,,,-0.050649168838712635,0.9987165071710528,-0.8660254037844387,0.5,0,19
2017-05-09,2,0.0,9,2017,5,Birthday of Ravindranath,R,-0.2506525322587204,0.9680771188662044,-0.8660254037844387,0.5,1,19
2017-05-10,2,0.0,10,2017,5,Buddha Purnima/Vesak,G,-0.4403941515576344,0.8978045395707416,-0.8660254037844387,0.5,2,19
2017-05-11,2,0.0,11,2017,5,,,-0.6121059825476626,0.7907757369376989,-0.8660254037844387,0.5,3,19
2017-05-12,2,0.0,12,2017,5,,,-0.758758122692791,0.6513724827222223,-0.8660254037844387,0.5,4,19
2017-05-13,2,0.0,13,2017,5,,,-0.8743466161445821,0.485301962531081,-0.8660254037844387,0.5,5,19
2017-05-14,2,0.0,14,2017,5,Mother's Day,O,-0.9541392564000488,0.29936312297335804,-0.8660254037844387,0.5,6,19
2017-05-15,2,0.0,15,2017,5,,,-0.994869323391895,0.10116832198743272,-0.8660254037844387,0.5,0,20
2017-05-16,2,0.0,16,2017,5,,,-0.9948693233918952,-0.10116832198743204,-0.8660254037844387,0.5,1,20
2017-05-17,2,0.0,17,2017,5,,,-0.9541392564000488,-0.2993631229733582,-0.8660254037844387,0.5,2,20
2017-05-18,2,0.0,18,2017,5,,,-0.8743466161445822,-0.4853019625310808,-0.8660254037844387,0.5,3,20
2017-05-19,2,0.0,19,2017,5,,,-0.7587581226927911,-0.651372482722222,-0.8660254037844387,0.5,4,20
2017-05-20,2,0.0,20,2017,5,,,-0.6121059825476627,-0.7907757369376986,-0.8660254037844387,0.5,5,20
2017-05-21,2,0.0,21,2017,5,,,-0.44039415155763423,-0.8978045395707417,-0.8660254037844387,0.5,6,20
2017-05-22,2,0.0,22,2017,5,,,-0.2506525322587213,-0.968077118866204,-0.8660254037844387,0.5,0,21
2017-05-23,2,0.0,23,2017,5,,,-0.05064916883871355,-0.9987165071710528,-0.8660254037844387,0.5,1,21
2017-05-24,2,0.0,24,2017,5,,,0.15142777750457667,-0.9884683243281114,-0.8660254037844387,0.5,2,21
2017-05-25,2,0.0,25,2017,5,,,0.3473052528448203,-0.9377521321470804,-0.8660254037844387,0.5,3,21
2017-05-26,2,0.0,26,2017,5,,,0.5289640103269624,-0.8486442574947509,-0.8660254037844387,0.5,4,21
2017-05-27,2,0.0,27,2017,5,,,0.6889669190756865,-0.72479278722912,-0.8660254037844387,0.5,5,21
2017-05-28,2,0.0,28,2017,5,,,0.8207634412072763,-0.5712682150947924,-0.8660254037844387,0.5,6,21
2017-05-29,2,0.0,29,2017,5,,,0.9189578116202306,-0.3943558551133187,-0.8660254037844387,0.5,0,22
2017-05-30,2,0.0,30,2017,5,,,0.9795299412524944,-0.20129852008866114,-0.8660254037844387,0.5,1,22
2017-05-31,2,0.0,31,2017,5,,,1.0,-2.4492935982947064e-16,-0.8660254037844387,0.5,2,22
2017-06-01,2,0.0,1,2017,6,,,0.9781476007338056,0.2079116908177593,-1.0,1.2246467991473532e-16,3,22
2017-06-02,2,0.0,2,2017,6,,,0.9135454576426008,0.40673664307580015,-1.0,1.2246467991473532e-16,4,22
2017-06-03,2,0.0,3,2017,6,,,0.8090169943749475,0.5877852522924731,-1.0,1.2246467991473532e-16,5,22
2017-06-04,2,0.0,4,2017,6,,,0.6691306063588582,0.7431448254773941,-1.0,1.2246467991473532e-16,6,22
2017-06-05,2,0.0,5,2017,6,,,0.5000000000000001,0.8660254037844386,-1.0,1.2246467991473532e-16,0,23
2017-06-06,2,0.0,6,2017,6,,,0.30901699437494745,0.9510565162951536,-1.0,1.2246467991473532e-16,1,23
2017-06-07,2,0.0,7,2017,6,,,0.10452846326765346,0.9945218953682732,-1.0,1.2246467991473532e-16,2,23
2017-06-08,2,0.0,8,2017,6,,,-0.10452846326765332,0.9945218953682734,-1.0,1.2246467991473532e-16,3,23
2017-06-09,2,0.0,9,2017,6,,,-0.3090169943749473,0.9510565162951536,-1.0,1.2246467991473532e-16,4,23
2017-06-10,2,0.0,10,2017,6,,,-0.4999999999999998,0.8660254037844387,-1.0,1.2246467991473532e-16,5,23
2017-06-11,2,0.0,11,2017,6,,,-0.6691306063588579,0.7431448254773945,-1.0,1.2246467991473532e-16,6,23
2017-06-12,2,0.0,12,2017,6,,,-0.8090169943749473,0.5877852522924732,-1.0,1.2246467991473532e-16,0,24
2017-06-13,2,0.0,13,2017,6,,,-0.913545457642601,0.4067366430758,-1.0,1.2246467991473532e-16,1,24
2017-06-14,2,0.0,14,2017,6,,,-0.9781476007338056,0.2079116908177593,-1.0,1.2246467991473532e-16,2,24
2017-06-15,2,0.0,15,2017,6,,,-1.0,5.665538897647981e-16,-1.0,1.2246467991473532e-16,3,24
2017-06-16,2,0.0,16,2017,6,,,-0.9781476007338056,-0.20791169081775907,-1.0,1.2246467991473532e-16,4,24
2017-06-17,2,0.0,17,2017,6,,,-0.9135454576426008,-0.4067366430758002,-1.0,1.2246467991473532e-16,5,24
2017-06-18,2,0.0,18,2017,6,Father's Day,O,-0.8090169943749475,-0.587785252292473,-1.0,1.2246467991473532e-16,6,24
2017-06-19,2,0.0,19,2017,6,,,-0.6691306063588585,-0.743144825477394,-1.0,1.2246467991473532e-16,0,25
2017-06-20,2,0.0,20,2017,6,,,-0.5000000000000004,-0.8660254037844385,-1.0,1.2246467991473532e-16,1,25
2017-06-21,2,0.0,21,2017,6,June Solstice,S,-0.3090169943749476,-0.9510565162951536,-1.0,1.2246467991473532e-16,2,25
2017-06-22,2,0.0,22,2017,6,,,-0.10452846326765423,-0.9945218953682732,-1.0,1.2246467991473532e-16,3,25
2017-06-23,2,0.0,23,2017,6,Jamat Ul-Vida,R,0.104528463267653,-0.9945218953682734,-1.0,1.2246467991473532e-16,4,25
2017-06-24,2,0.0,24,2017,6,,,0.30901699437494723,-0.9510565162951536,-1.0,1.2246467991473532e-16,5,25
2017-06-25,2,0.0,25,2017,6,Rath Yatra,R,0.5000000000000001,-0.8660254037844386,-1.0,1.2246467991473532e-16,6,25
2017-06-26,2,0.0,26,2017,6,Ramzan Id/Eid-ul-Fitar,M,0.6691306063588585,-0.743144825477394,-1.0,1.2246467991473532e-16,0,26
2017-06-27,2,0.0,27,2017,6,,,0.8090169943749473,-0.5877852522924734,-1.0,1.2246467991473532e-16,1,26
2017-06-28,2,0.0,28,2017,6,,,0.913545457642601,-0.40673664307580015,-1.0,1.2246467991473532e-16,2,26
2017-06-29,2,0.0,29,2017,6,,,0.9781476007338056,-0.20791169081775895,-1.0,1.2246467991473532e-16,3,26
2017-06-30,2,0.0,30,2017,6,,,1.0,-1.1331077795295961e-15,-1.0,1.2246467991473532e-16,4,26
2017-07-01,2,0.0,1,2017,7,,,0.9795299412524944,0.2012985200886601,-0.8660254037844388,-0.4999999999999997,5,26
2017-07-02,2,0.0,2,2017,7,,,0.9189578116202306,0.39435585511331855,-0.8660254037844388,-0.4999999999999997,6,26
2017-07-03,2,0.0,3,2017,7,,,0.8207634412072763,0.5712682150947923,-0.8660254037844388,-0.4999999999999997,0,27
2017-07-04,2,0.0,4,2017,7,,,0.6889669190756866,0.72479278722912,-0.8660254037844388,-0.4999999999999997,1,27
2017-07-05,2,0.0,5,2017,7,,,0.5289640103269624,0.8486442574947509,-0.8660254037844388,-0.4999999999999997,2,27
2017-07-06,2,0.0,6,2017,7,,,0.3473052528448203,0.9377521321470804,-0.8660254037844388,-0.4999999999999997,3,27
2017-07-07,2,0.0,7,2017,7,,,0.1514277775045767,0.9884683243281114,-0.8660254037844388,-0.4999999999999997,4,27
2017-07-08,2,0.0,8,2017,7,,,-0.050649168838712635,0.9987165071710528,-0.8660254037844388,-0.4999999999999997,5,27
2017-07-09,2,0.0,9,2017,7,Guru Purnima,O,-0.2506525322587204,0.9680771188662044,-0.8660254037844388,-0.4999999999999997,6,27
2017-07-10,2,0.0,10,2017,7,,,-0.4403941515576344,0.8978045395707416,-0.8660254037844388,-0.4999999999999997,0,28
2017-07-11,2,0.0,11,2017,7,,,-0.6121059825476626,0.7907757369376989,-0.8660254037844388,-0.4999999999999997,1,28
2017-07-12,2,0.0,12,2017,7,,,-0.758758122692791,0.6513724827222223,-0.8660254037844388,-0.4999999999999997,2,28
2017-07-13,2,0.0,13,2017,7,,,-0.8743466161445821,0.485301962531081,-0.8660254037844388,-0.4999999999999997,3,28
2017-07-14,2,0.0,14,2017,7,,,-0.9541392564000488,0.29936312297335804,-0.8660254037844388,-0.4999999999999997,4,28
2017-07-15,2,0.0,15,2017,7,,,-0.994869323391895,0.10116832198743272,-0.8660254037844388,-0.4999999999999997,5,28
2017-07-16,2,0.0,16,2017,7,,,-0.9948693233918952,-0.10116832198743204,-0.8660254037844388,-0.4999999999999997,6,28
2017-07-17,2,0.0,17,2017,7,,,-0.9541392564000488,-0.2993631229733582,-0.8660254037844388,-0.4999999999999997,0,29
2017-07-18,2,0.0,18,2017,7,,,-0.8743466161445822,-0.4853019625310808,-0.8660254037844388,-0.4999999999999997,1,29
2017-07-19,2,0.0,19,2017,7,,,-0.7587581226927911,-0.651372482722222,-0.8660254037844388,-0.4999999999999997,2,29
2017-07-20,2,0.0,20,2017,7,,,-0.6121059825476627,-0.7907757369376986,-0.8660254037844388,-0.4999999999999997,3,29
2017-07-21,2,0.0,21,2017,7,,,-0.44039415155763423,-0.8978045395707417,-0.8660254037844388,-0.4999999999999997,4,29
2017-07-22,2,0.0,22,2017,7,,,-0.2506525322587213,-0.968077118866204,-0.8660254037844388,-0.4999999999999997,5,29
2017-07-23,2,0.0,23,2017,7,,,-0.05064916883871355,-0.9987165071710528,-0.8660254037844388,-0.4999999999999997,6,29
2017-07-24,2,0.0,24,2017,7,,,0.15142777750457667,-0.9884683243281114,-0.8660254037844388,-0.4999999999999997,0,30
2017-07-25,2,0.0,25,2017,7,,,0.3473052528448203,-0.9377521321470804,-0.8660254037844388,-0.4999999999999997,1,30
2017-07-26,2,0.0,26,2017,7,,,0.5289640103269624,-0.8486442574947509,-0.8660254037844388,-0.4999999999999997,2,30
2017-07-27,2,38.0,27,2017,7,,,0.6889669190756865,-0.72479278722912,-0.8660254037844388,-0.4999999999999997,3,30
2017-07-28,2,34.0,28,2017,7,,,0.8207634412072763,-0.5712682150947924,-0.8660254037844388,-0.4999999999999997,4,30
2017-07-29,2,33.0,29,2017,7,,,0.9189578116202306,-0.3943558551133187,-0.8660254037844388,-0.4999999999999997,5,30
2017-07-30,2,8.0,30,2017,7,,,0.9795299412524944,-0.20129852008866114,-0.8660254037844388,-0.4999999999999997,6,30
2017-07-31,2,22.0,31,2017,7,,,1.0,-2.4492935982947064e-16,-0.8660254037844388,-0.4999999999999997,0,31
2017-08-01,2,0.0,1,2017,8,,,0.9795299412524944,0.2012985200886601,-0.5000000000000004,-0.8660254037844385,1,31
2017-08-02,2,2.0,2,2017,8,,,0.9189578116202306,0.39435585511331855,-0.5000000000000004,-0.8660254037844385,2,31
2017-08-03,2,66.0,3,2017,8,,,0.8207634412072763,0.5712682150947923,-0.5000000000000004,-0.8660254037844385,3,31
2017-08-04,2,44.0,4,2017,8,,,0.6889669190756866,0.72479278722912,-0.5000000000000004,-0.8660254037844385,4,31
2017-08-05,2,36.0,5,2017,8,,,0.5289640103269624,0.8486442574947509,-0.5000000000000004,-0.8660254037844385,5,31
2017-08-06,2,0.0,6,2017,8,Friendship Day,O,0.3473052528448203,0.9377521321470804,-0.5000000000000004,-0.8660254037844385,6,31
2017-08-07,2,69.0,7,2017,8,Raksha Bandhan (Rakhi),R,0.1514277775045767,0.9884683243281114,-0.5000000000000004,-0.8660254037844385,0,32
2017-08-08,2,48.0,8,2017,8,,,-0.050649168838712635,0.9987165071710528,-0.5000000000000004,-0.8660254037844385,1,32
2017-08-09,2,83.0,9,2017,8,,,-0.2506525322587204,0.9680771188662044,-0.5000000000000004,-0.8660254037844385,2,32
2017-08-10,2,50.0,10,2017,8,,,-0.4403941515576344,0.8978045395707416,-0.5000000000000004,-0.8660254037844385,3,32
2017-08-11,2,88.0,11,2017,8,,,-0.6121059825476626,0.7907757369376989,-0.5000000000000004,-0.8660254037844385,4,32
2017-08-12,2,49.0,12,2017,8,,,-0.758758122692791,0.6513724827222223,-0.5000000000000004,-0.8660254037844385,5,32
2017-08-13,2,0.0,13,2017,8,,,-0.8743466161445821,0.485301962531081,-0.5000000000000004,-0.8660254037844385,6,32
2017-08-14,2,45.0,14,2017,8,,,-0.9541392564000488,0.29936312297335804,-0.5000000000000004,-0.8660254037844385,0,33
2017-08-15,2,18.0,15,2017,8,Independence Day,G,-0.994869323391895,0.10116832198743272,-0.5000000000000004,-0.8660254037844385,1,33
2017-08-15,2,18.0,15,2017,8,Janmashtami,G,-0.994869323391895,0.10116832198743272,-0.5000000000000004,-0.8660254037844385,1,33
2017-08-16,2,105.0,16,2017,8,,,-0.9948693233918952,-0.10116832198743204,-0.5000000000000004,-0.8660254037844385,2,33
2017-08-17,2,172.0,17,2017,8,Parsi New Year,R,-0.9541392564000488,-0.2993631229733582,-0.5000000000000004,-0.8660254037844385,3,33
2017-08-18,2,166.0,18,2017,8,,,-0.8743466161445822,-0.4853019625310808,-0.5000000000000004,-0.8660254037844385,4,33
2017-08-19,2,173.0,19,2017,8,,,-0.7587581226927911,-0.651372482722222,-0.5000000000000004,-0.8660254037844385,5,33
2017-08-20,2,66.0,20,2017,8,,,-0.6121059825476627,-0.7907757369376986,-0.5000000000000004,-0.8660254037844385,6,33
2017-08-21,2,151.0,21,2017,8,,,-0.44039415155763423,-0.8978045395707417,-0.5000000000000004,-0.8660254037844385,0,34
2017-08-22,2,269.0,22,2017,8,,,-0.2506525322587213,-0.968077118866204,-0.5000000000000004,-0.8660254037844385,1,34
2017-08-23,2,214.0,23,2017,8,,,-0.05064916883871355,-0.9987165071710528,-0.5000000000000004,-0.8660254037844385,2,34
2017-08-24,2,122.0,24,2017,8,,,0.15142777750457667,-0.9884683243281114,-0.5000000000000004,-0.8660254037844385,3,34
2017-08-25,2,192.0,25,2017,8,Ganesh Chaturthi/Vinayaka Chaturthi,R,0.3473052528448203,-0.9377521321470804,-0.5000000000000004,-0.8660254037844385,4,34
2017-08-26,2,195.0,26,2017,8,,,0.5289640103269624,-0.8486442574947509,-0.5000000000000004,-0.8660254037844385,5,34
2017-08-27,2,5.0,27,2017,8,,,0.6889669190756865,-0.72479278722912,-0.5000000000000004,-0.8660254037844385,6,34
2017-08-28,2,104.0,28,2017,8,,,0.8207634412072763,-0.5712682150947924,-0.5000000000000004,-0.8660254037844385,0,35
2017-08-29,2,125.0,29,2017,8,,,0.9189578116202306,-0.3943558551133187,-0.5000000000000004,-0.8660254037844385,1,35
2017-08-30,2,86.0,30,2017,8,,,0.9795299412524944,-0.20129852008866114,-0.5000000000000004,-0.8660254037844385,2,35
2017-08-31,2,88.0,31,2017,8,,,1.0,-2.4492935982947064e-16,-0.5000000000000004,-0.8660254037844385,3,35
2017-09-01,2,66.0,1,2017,9,,,0.9781476007338056,0.2079116908177593,-1.8369701987210294e-16,-1.0,4,35
2017-09-02,2,106.0,2,2017,9,Bakr Id/Eid ul-Adha,G,0.9135454576426008,0.40673664307580015,-1.8369701987210294e-16,-1.0,5,35
2017-09-03,2,43.0,3,2017,9,,,0.8090169943749475,0.5877852522924731,-1.8369701987210294e-16,-1.0,6,35
2017-09-04,2,162.0,4,2017,9,Onam,R,0.6691306063588582,0.7431448254773941,-1.8369701987210294e-16,-1.0,0,36
2017-09-05,2,129.0,5,2017,9,,,0.5000000000000001,0.8660254037844386,-1.8369701987210294e-16,-1.0,1,36
2017-09-06,2,159.0,6,2017,9,,,0.30901699437494745,0.9510565162951536,-1.8369701987210294e-16,-1.0,2,36
2017-09-07,2,227.0,7,2017,9,,,0.10452846326765346,0.9945218953682732,-1.8369701987210294e-16,-1.0,3,36
2017-09-08,2,252.0,8,2017,9,,,-0.10452846326765332,0.9945218953682734,-1.8369701987210294e-16,-1.0,4,36
2017-09-09,2,117.0,9,2017,9,,,-0.3090169943749473,0.9510565162951536,-1.8369701987210294e-16,-1.0,5,36
2017-09-10,2,8.0,10,2017,9,,,-0.4999999999999998,0.8660254037844387,-1.8369701987210294e-16,-1.0,6,36
2017-09-11,2,152.0,11,2017,9,,,-0.6691306063588579,0.7431448254773945,-1.8369701987210294e-16,-1.0,0,37
2017-09-12,2,370.0,12,2017,9,,,-0.8090169943749473,0.5877852522924732,-1.8369701987210294e-16,-1.0,1,37
2017-09-13,2,398.0,13,2017,9,,,-0.913545457642601,0.4067366430758,-1.8369701987210294e-16,-1.0,2,37
2017-09-14,2,306.0,14,2017,9,,,-0.9781476007338056,0.2079116908177593,-1.8369701987210294e-16,-1.0,3,37
2017-09-15,2,303.0,15,2017,9,,,-1.0,5.665538897647981e-16,-1.8369701987210294e-16,-1.0,4,37
2017-09-16,2,307.0,16,2017,9,,,-0.9781476007338056,-0.20791169081775907,-1.8369701987210294e-16,-1.0,5,37
2017-09-17,2,22.0,17,2017,9,,,-0.9135454576426008,-0.4067366430758002,-1.8369701987210294e-16,-1.0,6,37
2017-09-18,2,309.0,18,2017,9,,,-0.8090169943749475,-0.587785252292473,-1.8369701987210294e-16,-1.0,0,38
2017-09-19,2,224.0,19,2017,9,,,-0.6691306063588585,-0.743144825477394,-1.8369701987210294e-16,-1.0,1,38
2017-09-20,2,372.0,20,2017,9,,,-0.5000000000000004,-0.8660254037844385,-1.8369701987210294e-16,-1.0,2,38
2017-09-21,2,454.0,21,2017,9,,,-0.3090169943749476,-0.9510565162951536,-1.8369701987210294e-16,-1.0,3,38
2017-09-22,2,330.0,22,2017,9,,,-0.10452846326765423,-0.9945218953682732,-1.8369701987210294e-16,-1.0,4,38
2017-09-23,2,269.0,23,2017,9,September Equinox,S,0.104528463267653,-0.9945218953682734,-1.8369701987210294e-16,-1.0,5,38
2017-09-24,2,75.0,24,2017,9,,,0.30901699437494723,-0.9510565162951536,-1.8369701987210294e-16,-1.0,6,38
2017-09-25,2,58.0,25,2017,9,,,0.5000000000000001,-0.8660254037844386,-1.8369701987210294e-16,-1.0,0,39
2017-09-26,2,36.0,26,2017,9,,,0.6691306063588585,-0.743144825477394,-1.8369701987210294e-16,-1.0,1,39
2017-09-27,2,15.0,27,2017,9,Maha Saptami,R,0.8090169943749473,-0.5877852522924734,-1.8369701987210294e-16,-1.0,2,39
2017-09-28,2,13.0,28,2017,9,Maha Ashtami,R,0.913545457642601,-0.40673664307580015,-1.8369701987210294e-16,-1.0,3,39
2017-09-29,2,0.0,29,2017,9,Maha Navami,R,0.9781476007338056,-0.20791169081775895,-1.8369701987210294e-16,-1.0,4,39
2017-09-30,2,0.0,30,2017,9,Dussehra,G,1.0,-1.1331077795295961e-15,-1.8369701987210294e-16,-1.0,5,39
2017-10-01,2,0.0,1,2017,10,Muharram/Ashura,G,0.9795299412524944,0.2012985200886601,0.5000000000000001,-0.8660254037844386,6,39
2017-10-02,2,0.0,2,2017,10,Mahatma Gandhi Jayanti,G,0.9189578116202306,0.39435585511331855,0.5000000000000001,-0.8660254037844386,0,40
2017-10-03,2,140.0,3,2017,10,,,0.8207634412072763,0.5712682150947923,0.5000000000000001,-0.8660254037844386,1,40
2017-10-04,2,197.0,4,2017,10,,,0.6889669190756866,0.72479278722912,0.5000000000000001,-0.8660254037844386,2,40
2017-10-05,2,341.0,5,2017,10,Maharishi Valmiki Jayanti,R,0.5289640103269624,0.8486442574947509,0.5000000000000001,-0.8660254037844386,3,40
2017-10-06,2,257.0,6,2017,10,,,0.3473052528448203,0.9377521321470804,0.5000000000000001,-0.8660254037844386,4,40
2017-10-07,2,295.0,7,2017,10,,,0.1514277775045767,0.9884683243281114,0.5000000000000001,-0.8660254037844386,5,40
2017-10-08,2,118.0,8,2017,10,Karaka Chaturthi (Karva Chauth),R,-0.050649168838712635,0.9987165071710528,0.5000000000000001,-0.8660254037844386,6,40
2017-10-09,2,236.0,9,2017,10,,,-0.2506525322587204,0.9680771188662044,0.5000000000000001,-0.8660254037844386,0,41
2017-10-10,2,618.0,10,2017,10,,,-0.4403941515576344,0.8978045395707416,0.5000000000000001,-0.8660254037844386,1,41
2017-10-11,2,544.0,11,2017,10,,,-0.6121059825476626,0.7907757369376989,0.5000000000000001,-0.8660254037844386,2,41
2017-10-12,2,462.0,12,2017,10,,,-0.758758122692791,0.6513724827222223,0.5000000000000001,-0.8660254037844386,3,41
2017-10-13,2,464.0,13,2017,10,,,-0.8743466161445821,0.485301962531081,0.5000000000000001,-0.8660254037844386,4,41
2017-10-14,2,357.0,14,2017,10,,,-0.9541392564000488,0.29936312297335804,0.5000000000000001,-0.8660254037844386,5,41
2017-10-15,2,92.0,15,2017,10,,,-0.994869323391895,0.10116832198743272,0.5000000000000001,-0.8660254037844386,6,41
2017-10-16,2,500.0,16,2017,10,,,-0.9948693233918952,-0.10116832198743204,0.5000000000000001,-0.8660254037844386,0,42
2017-10-17,2,497.0,17,2017,10,,,-0.9541392564000488,-0.2993631229733582,0.5000000000000001,-0.8660254037844386,1,42
2017-10-18,2,359.0,18,2017,10,Naraka Chaturdasi,R,-0.8743466161445822,-0.4853019625310808,0.5000000000000001,-0.8660254037844386,2,42
2017-10-19,2,149.0,19,2017,10,Diwali/Deepavali,G,-0.7587581226927911,-0.651372482722222,0.5000000000000001,-0.8660254037844386,3,42
2017-10-20,2,336.0,20,2017,10,Govardhan Puja,R,-0.6121059825476627,-0.7907757369376986,0.5000000000000001,-0.8660254037844386,4,42
2017-10-21,2,353.0,21,2017,10,Bhai Duj,R,-0.44039415155763423,-0.8978045395707417,0.5000000000000001,-0.8660254037844386,5,42
2017-10-22,2,280.0,22,2017,10,,,-0.2506525322587213,-0.968077118866204,0.5000000000000001,-0.8660254037844386,6,42
2017-10-23,2,461.0,23,2017,10,,,-0.05064916883871355,-0.9987165071710528,0.5000000000000001,-0.8660254037844386,0,43
2017-10-24,2,647.0,24,2017,10,,,0.15142777750457667,-0.9884683243281114,0.5000000000000001,-0.8660254037844386,1,43
2017-10-25,2,702.0,25,2017,10,,,0.3473052528448203,-0.9377521321470804,0.5000000000000001,-0.8660254037844386,2,43
2017-10-26,2,608.0,26,2017,10,Chhat Puja (Pratihar Sashthi/Surya Sashthi),R,0.5289640103269624,-0.8486442574947509,0.5000000000000001,-0.8660254037844386,3,43
